Geneid	Chr	Start	End	Strand	Length	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S17_S17	S18	S19	S20	S21	S22	S23	S24	S24_S24	S25	S25_S25	S26	S26_S26	S27	S28	S28_S28	S29_S29	S31_S31	S32_S32	S33_S33	gene_name
b3765	NC_000913.3	3948449	3949969	-	1521	3	3	9	13	14	9	6	10	8	3	2	2	11	5	4	5	2	10	4	6	23	13	3	0	0	7	14	10	13	1	5	9	19	24	12	6	6	yifB
b3766	NC_000913.3	3950322	3950420	+	99	19	34	15	9	21	7	6	8	7	14	19	11	8	14	7	7	21	4	6	5	8	6	2	1	0	23	6	45	0	23	3	8	25	19	11	5	6	ilvL
b4669	NC_000913.3	3950507	3950557	+	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	0	0	ilvX
b4488	NC_000913.3	3950560	3952204	+	1645	33	15	31	32	33	36	31	37	24	38	13	22	13	33	5	5	37	20	23	22	17	19	13	6	17	28	24	42	14	54	24	17	46	84	58	32	90	ilvG
b3769	NC_000913.3	3952201	3952464	+	264	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	1	0	ilvM
b3770	NC_000913.3	3952484	3953413	+	930	17	19	24	15	25	16	12	7	16	7	9	20	11	22	6	9	20	8	5	16	13	18	4	7	4	12	17	28	7	16	7	10	25	53	14	3	19	ilvE
b3771	NC_000913.3	3953478	3955328	+	1851	23	12	17	23	34	18	11	27	22	18	7	12	19	21	0	10	16	6	10	26	22	21	10	9	2	34	11	44	10	28	18	13	86	126	19	11	63	ilvD
b3772	NC_000913.3	3955331	3956875	+	1545	22	14	27	22	20	28	16	31	25	6	11	22	22	15	16	17	17	13	7	23	10	21	10	5	4	52	20	90	21	10	17	20	44	117	24	6	52	ilvA
b3773	NC_000913.3	3956927	3957820	-	894	24	8	27	15	14	13	9	17	16	10	3	20	28	18	21	14	12	8	7	15	11	15	14	5	3	40	27	67	30	23	21	37	52	138	32	12	67	ilvY
b3774	NC_000913.3	3957970	3959445	+	1476	20	79	12	11	12	8	3	3	5	28	21	10	14	19	1	3	8	7	7	12	14	7	6	1	1	17	6	27	13	11	10	11	16	67	25	5	13	ilvC
b3775	NC_000913.3	3959532	3959813	-	282	12	8	15	17	21	4	5	8	5	8	9	19	17	26	5	3	13	2	5	17	22	17	3	1	4	9	19	11	17	5	8	17	7	39	30	10	15	ppiC
b3777	NC_000913.3	3960012	3960460	-	449	2	5	6	2	7	9	15	11	8	9	9	9	4	4	5	0	17	5	1	3	8	8	6	0	1	9	9	18	15	4	17	11	8	10	12	6	4	yifN
b3778	NC_000913.3	3960677	3962698	+	2022	17	10	34	15	31	37	26	31	40	31	7	46	43	43	16	13	14	10	14	26	62	43	12	7	6	34	36	26	48	13	39	46	50	128	24	7	51	rep
b3779	NC_000913.3	3962745	3964229	-	1485	85	60	151	92	125	121	77	129	117	66	37	168	154	118	70	65	80	21	48	158	153	161	43	27	19	142	98	161	142	55	139	173	300	798	84	25	273	gpp
b3780	NC_000913.3	3964365	3965630	-	1266	190	154	246	190	242	112	103	117	111	161	83	297	240	244	126	156	151	54	106	310	271	292	87	48	27	142	159	171	274	147	236	330	382	800	196	28	232	rhlB
b3781	NC_000913.3	3965761	3966090	+	330	228	160	220	159	303	77	94	63	57	192	144	278	258	261	106	146	188	45	89	274	231	276	106	48	27	180	195	237	370	146	293	383	499	1078	260	57	283	trxA
b3782	NC_000913.3	3966231	3966332	+	102	33	37	41	33	52	53	88	60	84	82	36	62	58	72	12	14	46	7	17	54	70	58	27	6	12	27	47	68	71	34	51	77	51	189	65	9	57	rhoL
b3783	NC_000913.3	3966417	3967676	+	1260	239	154	267	220	347	666	540	679	598	314	108	359	392	376	178	152	196	22	171	499	538	482	241	130	79	492	507	584	445	86	424	524	425	1721	153	62	730	rho
b3784	NC_000913.3	3967916	3969019	+	1104	33	21	30	29	64	90	64	95	82	43	17	53	62	62	23	33	28	15	19	63	79	77	38	17	16	91	98	151	89	32	105	123	107	379	80	23	132	rfe
b3785	NC_000913.3	3969031	3970077	+	1047	27	32	26	25	39	59	59	68	66	44	20	51	44	62	21	30	30	8	17	60	82	55	37	12	4	123	76	237	60	21	48	69	105	213	38	11	92	wzzE
b3786	NC_000913.3	3970133	3971263	+	1131	26	16	44	22	38	30	48	37	63	29	11	39	40	54	18	13	21	10	12	52	48	45	19	6	11	41	60	51	49	8	46	60	58	172	20	3	71	wecB
b3787	NC_000913.3	3971260	3972522	+	1263	26	12	40	15	56	33	38	43	71	17	3	56	48	40	19	19	13	6	14	37	56	33	14	9	3	42	68	40	42	4	31	51	76	180	14	3	85	wecC
b3788	NC_000913.3	3972522	3973589	+	1068	21	11	32	21	38	39	23	36	40	8	5	52	29	40	11	11	18	4	10	39	37	31	10	9	2	37	58	57	31	8	31	43	31	168	10	8	70	rffG
b3789	NC_000913.3	3973608	3974489	+	882	10	8	24	13	19	18	14	21	22	8	4	20	20	9	11	6	4	1	5	31	18	27	7	2	3	27	21	37	17	5	20	20	39	121	11	5	48	rffH
b3790	NC_000913.3	3974467	3975141	+	675	2	4	12	8	9	6	8	14	15	6	2	13	14	12	5	4	4	6	4	10	12	9	3	0	3	23	16	31	9	4	6	8	24	68	3	2	17	rffC
b3791	NC_000913.3	3975146	3976276	+	1131	11	6	23	16	22	22	19	12	15	11	5	36	14	20	13	10	11	10	7	27	25	24	5	6	3	54	40	54	17	24	19	20	78	174	15	6	53	wecE
b3792	NC_000913.3	3976278	3977528	+	1251	7	10	14	12	16	21	13	28	29	7	3	17	15	10	13	9	6	6	3	17	21	16	9	5	3	54	30	86	26	11	24	26	63	189	11	6	52	wzxE
b4481	NC_000913.3	3977525	3978604	+	1080	13	8	9	13	17	16	17	23	23	7	4	16	10	18	10	11	7	8	4	14	18	9	8	2	3	61	14	131	16	17	22	17	46	94	8	7	37	wecF
b3793	NC_000913.3	3978601	3979953	+	1353	2	5	4	11	8	10	8	13	20	3	9	17	11	5	5	5	13	10	1	10	9	9	1	3	3	45	18	62	5	14	18	5	46	40	33	14	22	wzyE
b3794	NC_000913.3	3979956	3980696	+	741	2	5	6	8	2	7	5	6	11	8	3	7	7	9	2	9	4	10	3	10	8	6	3	1	2	14	11	21	6	9	9	5	26	26	25	4	18	rffM
b3795	NC_000913.3	3980887	3982272	+	1386	10	17	8	3	13	9	9	16	20	9	8	6	17	17	5	10	10	8	6	16	14	18	8	13	7	36	14	200	19	35	14	13	42	42	46	13	27	yifK
b3796	NC_000913.3	3982375	3982451	+	77	1	7	4	3	8	3	1	2	0	9	14	8	11	16	0	1	8	9	3	4	21	12	3	1	0	8	9	50	9	29	5	12	17	70	31	6	24	argX
b3797	NC_000913.3	3982509	3982585	+	77	4	24	39	16	49	9	21	10	8	39	26	30	91	60	4	7	51	379	3	45	91	48	12	4	4	96	49	80	33	196	22	30	90	246	54	59	210	hisR
b3798	NC_000913.3	3982606	3982692	+	87	7	12	9	3	18	4	4	2	2	28	11	19	43	34	0	1	37	145	1	23	30	14	1	0	2	139	20	172	12	182	10	11	80	147	103	103	155	leuT
b3799	NC_000913.3	3982735	3982811	+	77	1	2	5	0	3	1	0	0	0	0	0	0	1	2	1	0	5	58	1	1	1	1	0	0	0	25	1	10	0	22	3	2	9	42	13	4	19	proM
b3800	NC_000913.3	3982958	3984193	+	1236	6	1	1	1	10	2	5	6	4	7	0	4	7	4	2	4	4	4	4	7	13	9	3	4	0	5	5	5	3	0	6	14	12	19	13	3	10	aslB
b3801	NC_000913.3	3984352	3986007	-	1656	6	2	3	4	4	4	3	4	5	4	4	5	3	4	2	2	2	3	2	3	5	4	2	3	1	12	4	30	9	1	8	15	17	40	7	5	9	aslA
b4456	NC_000913.3	3986432	3986603	+	172	119	416	300	205	393	134	196	147	137	320	401	316	283	447	138	131	477	18	89	339	504	285	87	63	49	255	176	556	454	222	427	561	262	454	405	115	117	glmZ
b3802	NC_000913.3	3986686	3987882	-	1197	74	35	107	79	97	67	47	92	74	17	17	89	77	76	30	36	37	8	24	96	92	96	20	6	5	103	32	291	74	21	71	72	194	307	54	23	158	hemY
b3803	NC_000913.3	3987885	3989066	-	1182	55	38	101	74	122	43	32	72	70	20	9	98	85	67	27	43	69	13	33	97	86	79	22	14	6	138	25	240	55	44	79	71	262	327	85	16	109	hemX
b3804	NC_000913.3	3989088	3989828	-	741	37	20	39	37	47	21	12	20	36	9	12	42	43	35	11	24	29	16	24	43	47	41	15	8	4	49	24	88	21	38	26	30	108	115	71	13	50	hemD
b3805	NC_000913.3	3989825	3990766	-	942	83	52	88	95	109	47	34	34	55	56	24	87	100	97	31	29	47	26	42	82	77	97	30	16	9	71	46	117	48	68	50	53	186	219	105	30	152	hemC
b3806	NC_000913.3	3991153	3993699	+	2547	244	184	279	216	279	436	269	360	372	155	74	251	259	227	125	178	202	125	159	257	230	242	136	110	52	902	293	1004	369	491	316	312	1013	1083	1012	135	465	cyaA
b3807	NC_000913.3	3993739	3994059	-	321	1	4	2	3	3	2	2	9	6	1	0	3	7	3	2	3	1	0	1	2	5	3	2	2	0	7	6	8	11	3	12	8	10	15	13	2	11	cyaY
b3808	NC_000913.3	3993850	3994335	+	486	0	1	0	0	0	1	3	3	2	0	0	1	2	3	0	0	0	0	1	1	1	2	0	0	0	1	3	1	0	1	1	1	3	4	3	0	0	yzcX
b4558	NC_000913.3	3994522	3994725	+	204	23	14	19	26	34	88	67	91	98	15	5	29	27	19	29	18	27	0	20	42	38	31	74	34	24	75	157	78	68	12	78	95	49	131	52	30	97	yifL
b3809	NC_000913.3	3994762	3995586	+	825	65	47	80	60	70	298	211	254	223	55	26	98	71	72	62	56	39	25	45	91	70	79	149	72	43	437	310	357	139	59	145	219	370	932	137	108	611	dapF
b3810	NC_000913.3	3995583	3996290	+	708	45	19	34	34	43	169	144	168	169	43	20	46	51	63	34	35	36	5	22	41	61	43	69	35	22	108	145	117	48	7	74	108	85	459	28	27	246	yigA
b3811	NC_000913.3	3996287	3997183	+	897	25	17	31	23	31	153	146	161	197	19	11	43	34	36	34	40	11	3	15	53	47	39	57	42	28	110	155	109	72	5	93	92	115	484	9	10	275	xerC
b3812	NC_000913.3	3997183	3997899	+	717	8	10	8	8	20	107	60	86	119	7	3	13	17	11	21	11	8	0	6	19	17	18	23	16	10	56	74	48	33	2	43	33	68	216	13	1	105	yigB
b3813	NC_000913.3	3997983	4000145	+	2163	124	73	99	79	132	503	341	499	495	41	22	130	103	106	434	403	66	45	63	112	125	121	180	120	57	612	275	538	860	84	770	978	1424	2717	127	103	951	uvrD
b4482	NC_000913.3	4000292	4001056	-	765	2	2	2	1	2	15	12	16	18	3	0	3	0	5	4	4	1	0	0	3	5	1	7	1	0	6	10	9	41	1	34	38	10	33	12	3	9	yigE
b4799	NC_000913.3	4001218	4001274	+	57	1	4	3	2	5	0	4	1	1	2	2	0	6	2	0	0	3	1	3	5	4	3	0	0	0	6	4	4	6	4	4	5	1	13	12	6	6	ysgD
b3816	NC_000913.3	4001426	4002376	+	951	23	54	78	52	111	21	39	20	14	125	63	53	106	118	14	16	80	20	22	101	105	95	17	14	4	53	41	83	43	34	24	47	28	96	81	13	70	corA
b3817	NC_000913.3	4002419	4002799	-	381	0	0	4	0	3	1	1	2	0	3	3	0	2	4	0	0	1	1	0	3	2	2	1	1	1	0	0	0	0	0	2	1	2	0	27	0	1	yigF
b3818	NC_000913.3	4002813	4003193	-	381	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	2	4	0	0	yigG
b3819	NC_000913.3	4003288	4004178	-	891	2	2	6	6	9	5	4	12	4	1	0	6	9	3	4	3	4	4	3	10	9	8	7	3	1	13	6	4	10	4	11	14	22	30	26	1	13	rarD
b3820	NC_000913.3	4004230	4004697	-	468	5	6	14	3	8	3	7	5	3	10	12	4	12	8	1	7	11	4	2	10	16	5	4	8	0	2	8	25	6	6	12	8	17	10	11	0	7	yigI
b3821	NC_000913.3	4004862	4005731	+	870	13	9	24	16	24	14	30	15	17	14	6	23	30	13	6	2	15	3	11	33	26	27	7	7	3	17	29	30	21	4	15	39	7	107	15	1	31	pldA
b3822	NC_000913.3	4005864	4007693	+	1830	15	11	34	23	43	30	35	35	28	23	7	37	45	48	25	10	18	5	18	74	63	62	25	8	8	26	43	32	53	15	48	74	55	284	34	12	99	recQ
b3823	NC_000913.3	4007757	4008377	+	621	28	12	19	16	24	34	14	13	17	17	6	15	14	20	8	9	10	5	12	19	23	25	11	8	3	29	21	28	30	45	24	26	40	56	53	10	40	rhtC
b3824	NC_000913.3	4008439	4009059	-	621	4	5	5	4	7	1	7	5	5	7	6	7	8	7	2	0	5	2	2	8	7	5	3	1	2	4	4	3	6	5	3	8	6	18	7	1	8	rhtB
b3825	NC_000913.3	4009170	4010192	+	1023	19	32	33	38	61	43	38	31	42	43	22	62	42	36	8	16	35	8	15	37	45	40	30	24	12	87	74	78	53	38	58	59	71	200	75	27	84	pldB
b3826	NC_000913.3	4010200	4011000	+	801	28	19	27	17	29	36	29	36	40	18	7	36	40	20	14	16	15	6	10	38	32	26	18	6	7	35	53	39	37	10	47	52	47	76	21	5	24	yigL
b3827	NC_000913.3	4011076	4011975	+	900	8	2	13	5	8	20	7	12	11	3	2	6	6	6	9	7	3	1	1	10	11	7	3	2	0	20	6	19	16	4	21	23	25	54	10	2	17	bioP
b3828	NC_000913.3	4011863	4012816	-	954	4	1	10	7	9	0	11	3	6	2	1	9	10	5	14	6	1	5	4	6	14	9	13	1	0	10	8	8	13	0	16	32	17	35	20	3	66	metR
b3829	NC_000913.3	4013053	4015314	+	2262	38	15	30	19	54	8	8	7	8	12	8	53	74	50	16	4	38	8	13	51	48	54	124	25	22	30	40	77	46	22	62	49	96	126	70	16	1541	metE
b3830	NC_000913.3	4015354	4016169	-	816	82	73	46	32	56	39	20	20	29	45	42	58	41	53	20	54	64	26	43	38	32	27	22	26	13	108	17	319	79	101	52	44	280	133	182	56	89	ysgA
b3831	NC_000913.3	4016431	4017192	+	762	52	38	31	41	38	22	19	10	9	35	23	42	39	53	32	24	32	33	18	37	34	36	44	19	8	115	184	242	68	128	73	91	350	436	94	103	279	udp
b3832	NC_000913.3	4017333	4018760	+	1428	25	13	37	28	24	29	13	27	29	21	6	38	42	30	10	11	24	4	13	52	50	44	15	8	3	20	21	87	34	19	39	41	43	161	17	8	55	rmuC
b3833	NC_000913.3	4018855	4019610	+	756	70	64	104	89	92	53	39	55	81	73	34	99	89	74	54	33	58	29	31	95	87	96	36	16	24	96	70	107	120	65	85	116	159	236	127	39	126	ubiE
b3834	NC_000913.3	4019624	4020229	+	606	22	22	25	34	39	27	12	28	18	13	7	42	23	26	23	11	11	12	12	23	36	30	9	10	3	85	19	92	27	45	22	27	117	249	56	9	117	ubiJ
b4707	NC_000913.3	4019978	4020229	+	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	esrE
b3835	NC_000913.3	4020226	4021866	+	1641	85	44	102	91	111	81	64	106	119	28	8	134	90	97	61	39	62	13	37	94	76	104	28	15	18	98	70	156	97	39	118	149	240	339	50	9	147	ubiB
b3836	NC_000913.3	4021945	4022214	+	270	69	54	73	59	80	47	41	44	45	40	14	71	90	73	38	22	41	9	30	63	102	62	27	15	15	47	60	78	99	56	76	90	108	245	75	22	74	tatA
b3838	NC_000913.3	4022218	4022733	+	516	39	33	64	71	66	62	48	57	52	35	14	76	73	75	44	30	47	13	32	90	94	91	20	16	9	58	56	66	94	46	80	120	159	368	49	13	95	tatB
b3839	NC_000913.3	4022736	4023512	+	777	43	24	45	40	47	48	39	55	45	16	7	42	57	57	24	27	16	4	19	52	56	70	18	9	7	80	53	51	39	13	52	55	110	345	20	15	82	tatC
b4483	NC_000913.3	4023554	4024336	+	783	9	11	16	19	18	10	3	13	15	5	1	17	26	17	12	10	6	0	7	16	22	17	7	3	6	9	18	19	16	5	20	20	36	87	23	0	32	tatD
b3842	NC_000913.3	4024333	4024821	-	489	3	12	11	8	22	6	14	10	7	18	9	8	19	14	3	1	12	0	0	16	28	13	7	3	2	4	9	12	19	8	11	23	18	76	20	3	18	rfaH
b3843	NC_000913.3	4024988	4026481	+	1494	110	71	152	145	156	126	95	166	182	57	30	147	175	128	112	115	73	19	52	214	207	181	74	41	31	203	260	284	307	50	350	505	481	1432	113	28	302	ubiD
b3844	NC_000913.3	4026527	4027228	+	702	48	33	72	65	74	77	60	96	99	28	20	77	83	95	49	43	35	14	26	94	107	96	49	21	13	125	177	160	132	36	170	223	184	668	44	19	156	fre
b3845	NC_000913.3	4027609	4028772	-	1164	89	68	288	324	141	58	52	153	95	46	21	178	304	127	261	200	92	24	143	181	182	117	38	31	18	158	12	643	96	106	115	91	2077	347	488	115	507	fadA
b3846	NC_000913.3	4028782	4030971	-	2190	246	140	754	948	453	85	112	229	161	220	92	536	949	428	675	624	258	42	353	491	566	391	112	95	51	191	12	765	212	144	320	224	3582	448	632	139	896	fadB
b3847	NC_000913.3	4031161	4032492	+	1332	95	63	157	127	128	56	60	65	77	57	21	146	108	94	51	54	52	18	63	140	122	99	47	26	21	88	101	183	106	89	103	85	252	233	165	32	173	pepQ
b3848	NC_000913.3	4032492	4033106	+	615	20	5	32	25	31	17	11	25	23	22	6	31	24	22	16	13	13	4	11	27	34	29	12	1	2	22	21	66	25	18	25	24	109	123	28	8	82	yigZ
b3849	NC_000913.3	4033145	4034596	+	1452	29	20	29	26	43	35	33	42	43	23	23	55	40	35	26	31	26	15	14	45	44	41	25	7	8	90	38	173	75	47	64	91	157	251	36	18	111	trkH
b3850	NC_000913.3	4034608	4035153	+	546	13	10	15	14	13	9	12	12	23	11	6	11	15	15	9	10	14	3	5	14	10	16	17	9	7	16	24	18	21	8	25	31	34	55	24	4	25	hemG
b3851	NC_000913.3	4035531	4037072	+	1542	1131546	1412528	935337	963066	1100038	1137760	1157055	1165624	933560	1244789	1297146	780298	980508	1069999	882261	1170312	1112181	3375	1049912	1035023	1140218	1004409	1071831	1044588	405704	7660	1009064	8184	1420235	12095	1149159	1315230	70389	4607	3484	8732	792	rrsA
b3852	NC_000913.3	4037141	4037217	+	77	6	13	21	13	24	4	15	19	11	50	21	39	68	65	11	6	26	19	2	41	50	30	17	10	7	12	35	14	67	21	45	69	29	107	53	8	46	ileT
b3853	NC_000913.3	4037260	4037335	+	76	10	18	10	8	14	4	5	11	5	14	8	5	10	12	7	9	19	389	5	23	20	15	4	3	2	220	4	187	17	232	21	27	175	335	96	141	260	alaT
b3854	NC_000913.3	4037519	4040423	+	2905	1183042	917033	1100955	1262600	1221107	1525918	1508673	1317253	1515485	1124156	963636	823858	985578	1166591	1109899	1519180	1212762	6442	1408609	1322759	1493826	1320902	1377957	1481165	532382	18720	1690718	25563	1148860	20049	1458055	1255664	146871	16155	6595	17826	3661	rrlA
b3855	NC_000913.3	4040517	4040636	+	120	15862	16028	9783	11257	16573	10848	9486	6888	4856	7914	14182	7892	14070	10513	9695	16730	14799	50	9378	13021	21962	14468	14235	7970	3123	55	8373	63	12770	159	15654	19406	761	43	25	111	6	rrfA
b3856	NC_000913.3	4040906	4041433	-	528	11	3	7	6	5	6	6	10	4	2	5	8	11	4	3	1	7	5	5	3	5	6	2	0	1	6	4	14	3	2	5	4	6	9	10	4	7	mobB
b3857	NC_000913.3	4041415	4041999	-	585	8	4	5	9	9	7	4	3	5	8	2	0	10	3	1	2	4	0	0	7	6	7	4	2	3	11	7	24	8	10	3	7	23	18	14	4	12	mobA
b3858	NC_000913.3	4042069	4042338	+	270	27	27	20	18	32	5	4	4	3	27	13	27	21	25	5	9	19	1	7	20	17	18	3	11	3	20	18	19	15	16	13	20	37	78	15	6	25	yihD
b3859	NC_000913.3	4042415	4043401	+	987	196	76	170	137	203	56	75	113	94	77	27	246	149	168	47	64	72	20	47	187	153	172	53	26	12	88	74	125	143	22	123	148	132	204	109	17	111	srkA
b3860	NC_000913.3	4043418	4044044	+	627	184	103	140	91	155	58	57	84	75	47	31	261	144	153	31	29	60	6	40	156	162	153	46	14	17	99	82	191	108	13	107	105	107	109	223	18	91	dsbA
b3861	NC_000913.3	4044199	4045629	+	1431	0	1	3	3	3	0	4	0	2	2	1	1	2	1	1	0	1	2	0	0	6	2	1	0	1	5	4	0	3	0	4	1	0	2	61	4	7	yihF
b3862	NC_000913.3	4045670	4046602	-	933	0	1	3	2	8	2	3	8	2	1	1	2	7	2	1	2	1	3	0	10	12	4	1	2	0	3	6	2	7	1	9	7	1	11	9	2	7	yihG
b3863	NC_000913.3	4046966	4049752	+	2787	167	92	210	148	191	71	35	76	66	44	30	185	157	184	58	53	110	53	85	200	175	162	43	20	18	114	53	140	107	145	96	112	368	416	228	30	119	polA
b3864	NC_000913.3	4049899	4050009	+	111	9	17	6	15	20	4	9	5	2	10	7	12	10	9	2	5	11	4	3	17	17	8	2	2	2	9	11	24	12	30	5	8	4	10	25	5	9	spf
b3865	NC_000913.3	4050133	4050765	-	633	76	51	94	48	87	53	66	44	28	85	24	65	98	103	46	43	50	38	27	88	96	86	41	25	11	108	57	121	121	56	122	136	173	305	116	26	145	yihA
b4457	NC_000913.3	4051036	4051281	+	246	540	706	142	95	240	83	100	29	33	433	539	324	429	318	39	85	382	5	191	296	314	231	81	96	26	74	340	115	55	29	67	103	55	53	96	7	57	csrC
b3866	NC_000913.3	4051347	4051856	+	510	20	45	33	13	36	18	15	10	9	44	41	23	41	23	10	7	30	25	10	20	25	26	10	18	8	25	19	112	23	92	14	22	112	43	116	31	30	yihI
b3867	NC_000913.3	4052045	4053418	+	1374	49	40	71	55	76	81	55	62	77	48	29	63	62	72	37	43	47	24	36	99	119	84	37	26	20	131	64	159	63	70	82	78	186	219	108	17	122	hemN
b4686	NC_000913.3	4053647	4053757	-	111	15	17	23	15	35	16	15	12	15	25	19	17	37	54	1	4	30	1	6	43	46	43	14	6	1	14	25	25	14	7	20	37	13	53	15	0	31	yshB
b3868	NC_000913.3	4053869	4055278	-	1410	13	7	14	14	14	52	21	39	31	3	1	19	15	15	23	21	3	4	10	11	17	14	8	8	3	39	62	86	52	30	50	56	147	364	50	3	91	glnG
b3869	NC_000913.3	4055290	4056339	-	1050	6	9	9	9	12	19	15	23	29	6	3	11	13	11	11	11	9	7	6	7	18	10	13	4	6	39	53	49	53	16	42	59	74	244	62	10	42	glnL
b3870	NC_000913.3	4056625	4058034	-	1410	103	48	92	79	118	548	290	650	426	32	11	108	149	137	132	143	51	5	41	166	133	167	77	19	36	387	872	374	570	12	485	567	351	1880	21	9	630	glnA
b3871	NC_000913.3	4058407	4060230	+	1824	220	157	347	267	428	386	367	501	398	278	116	526	503	417	301	209	151	88	142	569	668	606	258	115	99	1020	505	2140	956	122	713	1027	696	2254	282	116	1041	bipA
b3872	NC_000913.3	4060447	4061157	+	711	7	5	8	7	7	6	8	1	2	5	5	5	5	11	4	3	1	1	3	4	18	7	7	1	5	5	10	3	1	4	9	16	5	28	10	4	11	yihL
b3873	NC_000913.3	4061165	4062145	+	981	8	2	1	2	8	1	2	3	4	2	2	5	5	1	4	4	3	4	2	6	4	4	4	2	1	7	7	3	6	6	5	5	7	15	4	0	10	yihM
b3874	NC_000913.3	4062247	4063512	+	1266	2	0	0	1	1	2	2	1	0	1	1	0	1	0	0	0	1	1	0	2	4	0	0	0	0	3	2	0	0	3	1	0	0	1	14	1	1	yihN
b3875	NC_000913.3	4063603	4064295	-	693	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	4	3	1	ompL
b3876	NC_000913.3	4064363	4065766	-	1404	0	0	1	1	1	1	0	0	3	2	1	0	1	2	1	0	3	1	2	0	3	3	1	1	0	3	1	5	2	4	0	1	5	11	21	4	5	yihO
b3877	NC_000913.3	4065809	4067194	-	1386	1	1	0	0	2	1	0	1	2	2	0	1	3	1	0	0	0	2	1	1	2	1	0	2	1	5	1	8	3	0	0	3	5	9	4	3	3	yihP
b3878	NC_000913.3	4067240	4069276	-	2037	0	1	1	0	1	1	0	1	0	3	0	1	2	0	0	1	0	4	0	0	1	1	0	1	0	11	1	3	0	1	0	0	9	9	2	3	1	yihQ
b3879	NC_000913.3	4069475	4070401	-	927	0	1	0	0	0	0	0	0	1	1	3	1	1	0	0	0	0	3	2	0	1	0	0	0	0	0	0	3	2	3	1	2	1	5	8	3	3	yihR
b3880	NC_000913.3	4070515	4071756	-	1242	0	3	5	1	1	2	1	3	4	5	1	1	6	5	0	3	2	6	0	3	3	3	3	0	1	3	0	6	12	3	7	5	15	19	18	8	10	yihS
b3881	NC_000913.3	4071773	4072651	-	879	0	0	3	2	2	1	1	0	2	2	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	7	0	3	0	3	2	1	7	5	6	2	8	yihT
b3882	NC_000913.3	4072675	4073571	-	897	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	4	0	2	1	0	0	1	0	2	1	3	0	2	3	3	6	6	0	1	3	yihU
b3883	NC_000913.3	4073739	4074635	+	897	5	0	3	1	3	1	2	1	4	6	5	2	3	2	0	1	2	8	1	1	2	2	1	0	2	8	6	19	4	6	11	13	7	23	12	3	7	yihV
b3884	NC_000913.3	4074669	4075454	+	786	2	5	8	0	8	1	8	7	4	8	6	7	6	8	1	2	10	1	2	14	14	8	0	0	0	10	7	24	6	1	7	16	12	34	5	2	11	csqR
b3885	NC_000913.3	4075553	4076152	+	600	31	39	37	45	61	25	18	28	20	31	32	41	39	46	30	28	55	12	23	36	33	37	24	7	8	74	35	108	46	41	35	46	161	255	74	16	79	yihX
b3886	NC_000913.3	4076146	4077018	+	873	16	32	21	28	26	15	10	26	16	23	23	20	22	20	29	24	22	26	14	23	28	21	13	4	2	87	28	152	56	76	44	42	135	227	55	22	46	yihY
b3887	NC_000913.3	4077015	4077452	+	438	13	15	16	8	20	10	9	7	8	12	13	15	13	17	13	17	18	2	10	10	13	12	7	15	1	14	18	33	12	6	17	20	47	73	21	8	34	dtd
b3888	NC_000913.3	4077449	4078438	+	990	18	16	22	17	21	26	23	35	25	27	13	28	25	33	18	19	23	7	12	30	22	31	17	13	5	54	45	75	27	10	23	40	86	141	23	10	80	fabY
b3889	NC_000913.3	4079291	4079509	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	yiiE
b3890	NC_000913.3	4079751	4079969	+	219	2	2	2	0	2	3	0	1	0	3	1	0	5	7	1	0	4	0	0	1	1	4	0	0	2	1	2	1	4	0	1	3	3	6	10	1	1	yiiF
b3891	NC_000913.3	4080299	4081228	-	930	91	47	98	88	107	93	56	105	109	33	15	127	108	96	85	67	64	13	44	123	109	102	66	31	17	105	118	134	102	39	123	191	256	675	51	11	187	fdhE
b3892	NC_000913.3	4081225	4081860	-	636	155	89	125	107	177	79	61	103	103	35	21	164	114	109	88	67	63	18	60	142	130	120	33	13	11	180	109	467	85	82	146	215	335	1104	70	44	162	fdoI
b3893	NC_000913.3	4081857	4082759	-	903	268	130	255	191	289	172	84	193	217	76	53	304	227	204	206	144	163	39	124	287	279	256	80	48	16	416	185	888	174	184	266	362	811	2584	134	66	420	fdoH
b3894	NC_000913.3	4082772	4085822	-	3051	1076	604	1218	1090	1298	842	510	922	947	446	237	1346	1197	1110	901	797	783	197	583	1349	1413	1279	412	206	95	1807	816	4177	1351	799	1772	2337	4219	13692	767	273	2173	fdoG
